[06-08 13:35:08]create bugbear74  pos = 347965 72432, angle = 145, rTime = 10800
[06-13 17:04:40]Create monster 697 pos =6370 91403, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =12010 90720, angle =145, rTime =120
[06-13 17:04:40]Create monster 696 pos =14188 91248, angle =145, rTime =120
[06-13 17:04:40]Create monster 696 pos =14062 89600, angle =145, rTime =120
[06-13 17:04:40]Create monster 696 pos =12873 88129, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =10228 89559, angle =145, rTime =120
[06-13 17:04:40]Create monster 696 pos =11237 86900, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =11693 88785, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =10418 84872, angle =145, rTime =120
[06-13 17:04:40]Create monster 696 pos =9878 85886, angle =145, rTime =120
[06-13 17:04:40]Create monster 695 pos =13169 82341, angle =145, rTime =120
[06-13 17:04:40]Create monster 695 pos =13794 83414, angle =145, rTime =120
[06-13 17:04:40]Create monster 695 pos =12577 83681, angle =145, rTime =120
[06-13 17:04:40]Create monster 696 pos =12725 83096, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =13910 85949, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =16294 85738, angle =145, rTime =120
[06-13 17:04:40]Create monster 696 pos =15160 87402, angle =145, rTime =120
[06-13 17:04:40]Create monster 696 pos =17405 89941, angle =145, rTime =120
[06-13 17:04:40]Create monster 696 pos =18532 88519, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =18980 90784, angle =145, rTime =120
[06-13 17:04:40]Create monster 696 pos =22414 90403, angle =145, rTime =120
[06-13 17:04:40]Create monster 696 pos =23013 88353, angle =145, rTime =120
[06-13 17:04:40]Create monster 695 pos =24365 90051, angle =145, rTime =120
[06-13 17:04:40]Create monster 695 pos =25369 89022, angle =145, rTime =120
[06-13 17:04:40]Create monster 696 pos =30129 88860, angle =145, rTime =120
[06-13 17:04:40]Create monster 696 pos =28934 90570, angle =145, rTime =120
[06-13 17:04:40]Create monster 696 pos =28790 89030, angle =145, rTime =120
[06-13 17:04:40]Create monster 696 pos =28853 89813, angle =145, rTime =120
[06-13 17:04:40]Create monster 696 pos =29886 89690, angle =145, rTime =120
[06-13 17:04:40]Create monster 696 pos =26455 91084, angle =145, rTime =120
[06-13 17:04:40]Create monster 696 pos =26234 90402, angle =145, rTime =120
[06-13 17:04:40]Create monster 696 pos =25344 91109, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =25711 91603, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =25414 90318, angle =145, rTime =120
[06-13 17:04:40]Create monster 698 pos =26404 91754, angle =145, rTime =120
[06-13 17:04:40]Create monster 710 pos =25904 91059, angle =145, rTime =1800
[06-13 17:04:40]Create monster 698 pos =24650 91338, angle =145, rTime =120
[06-13 17:04:40]Create monster 698 pos =34131 89592, angle =145, rTime =120
[06-13 17:04:40]Create monster 698 pos =33279 91068, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =35168 90878, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =36838 91394, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =39620 91317, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =40252 90023, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =42278 91690, angle =145, rTime =120
[06-13 17:04:40]Create monster 696 pos =42150 89782, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =44516 90613, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =35030 79613, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =41282 88351, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =42648 88754, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =41447 89609, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =48266 89612, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =48220 87737, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =47903 85804, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =46026 83210, angle =145, rTime =120
[06-13 17:04:40]Create monster 696 pos =46107 84454, angle =145, rTime =120
[06-13 17:04:40]Create monster 696 pos =48590 82089, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =49589 81246, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =49628 85114, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =48452 83347, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =46505 81224, angle =145, rTime =120
[06-13 17:04:40]Create monster 696 pos =47834 80453, angle =145, rTime =120
[06-13 17:04:40]Create monster 696 pos =49296 78778, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =49244 79699, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =48985 77073, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =44723 76466, angle =145, rTime =120
[06-13 17:04:40]Create monster 698 pos =43684 77764, angle =145, rTime =120
[06-13 17:04:40]Create monster 696 pos =40646 77948, angle =145, rTime =120
[06-13 17:04:40]Create monster 696 pos =40296 79463, angle =145, rTime =120
[06-13 17:04:40]Create monster 696 pos =42864 81159, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =41525 82104, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =44171 83915, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =42724 86300, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =45381 87714, angle =145, rTime =120
[06-13 17:04:40]Create monster 696 pos =44572 88327, angle =145, rTime =120
[06-13 17:04:40]Create monster 698 pos =46423 89499, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =46797 91339, angle =145, rTime =120
[06-13 17:04:40]Create monster 696 pos =47853 75258, angle =145, rTime =120
[06-13 17:04:40]Create monster 696 pos =45819 75062, angle =145, rTime =120
[06-13 17:04:40]Create monster 696 pos =49516 75051, angle =145, rTime =120
[06-13 17:04:40]Create monster 696 pos =47340 73319, angle =145, rTime =120
[06-13 17:04:40]Create monster 696 pos =49655 73030, angle =145, rTime =120
[06-13 17:04:40]Create monster 696 pos =47954 72229, angle =145, rTime =120
[06-13 17:04:40]Create monster 696 pos =45397 72384, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =45198 73821, angle =145, rTime =120
[06-13 17:04:40]Create monster 696 pos =48813 66378, angle =145, rTime =120
[06-13 17:04:40]Create monster 696 pos =48654 68993, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =47966 67612, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =48888 64070, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =48125 64819, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =47785 62020, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =49015 61951, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =49186 60395, angle =145, rTime =120
[06-13 17:04:40]Create monster 707 pos =48966 58559, angle =145, rTime =10800
[06-13 17:04:40]Create monster 701 pos =49163 57713, angle =145, rTime =120
[06-13 17:04:40]Create monster 701 pos =48615 59862, angle =145, rTime =120
[06-13 17:04:40]Create monster 696 pos =48350 58682, angle =145, rTime =120
[06-13 17:04:40]Create monster 696 pos =48977 58117, angle =145, rTime =120
[06-13 17:04:40]Create monster 696 pos =49636 58564, angle =145, rTime =120
[06-13 17:04:40]Create monster 696 pos =48884 59281, angle =145, rTime =120
[06-13 17:04:40]Create monster 696 pos =48220 57659, angle =145, rTime =120
[06-13 17:04:40]Create monster 696 pos =48398 55919, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =48176 50309, angle =145, rTime =120
[06-13 17:04:40]Create monster 696 pos =46074 57532, angle =145, rTime =120
[06-13 17:04:40]Create monster 696 pos =45373 59026, angle =145, rTime =120
[06-13 17:04:40]Create monster 696 pos =46462 60486, angle =145, rTime =120
[06-13 17:04:40]Create monster 696 pos =45324 55839, angle =145, rTime =120
[06-13 17:04:40]Create monster 696 pos =45361 54094, angle =145, rTime =120
[06-13 17:04:40]Create monster 696 pos =46691 52672, angle =145, rTime =120
[06-13 17:04:40]Create monster 696 pos =48768 54141, angle =145, rTime =120
[06-13 17:04:40]Create monster 696 pos =48271 53567, angle =145, rTime =120
[06-13 17:04:40]Create monster 696 pos =48181 54091, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =49989 51457, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =45632 49362, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =47038 46469, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =48927 46676, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =48072 48802, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =43825 45826, angle =145, rTime =120
[06-13 17:04:40]Create monster 696 pos =42755 47795, angle =145, rTime =120
[06-13 17:04:40]Create monster 696 pos =42972 45895, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =42238 48740, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =43553 51278, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =41112 51605, angle =145, rTime =120
[06-13 17:04:40]Create monster 696 pos =40971 52218, angle =145, rTime =120
[06-13 17:04:40]Create monster 696 pos =39436 48091, angle =145, rTime =120
[06-13 17:04:40]Create monster 696 pos =40078 47902, angle =145, rTime =120
[06-13 17:04:40]Create monster 696 pos =35573 46341, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =34892 47980, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =34368 46784, angle =145, rTime =120
[06-13 17:04:40]Create monster 696 pos =30492 47797, angle =145, rTime =120
[06-13 17:04:40]Create monster 696 pos =31841 47543, angle =145, rTime =120
[06-13 17:04:40]Create monster 696 pos =31148 45915, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =30812 47027, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =28424 47994, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =28046 47322, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =29143 50235, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =31071 51248, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =33077 50135, angle =145, rTime =120
[06-13 17:04:40]Create monster 696 pos =33511 51001, angle =145, rTime =120
[06-13 17:04:40]Create monster 696 pos =32187 52485, angle =145, rTime =120
[06-13 17:04:40]Create monster 696 pos =25844 50657, angle =145, rTime =120
[06-13 17:04:40]Create monster 696 pos =26452 49908, angle =145, rTime =120
[06-13 17:04:40]Create monster 696 pos =26362 47502, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =23903 47223, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =23402 46613, angle =145, rTime =120
[06-13 17:04:40]Create monster 696 pos =22080 47993, angle =145, rTime =120
[06-13 17:04:40]Create monster 696 pos =23942 51317, angle =145, rTime =120
[06-13 17:04:40]Create monster 696 pos =23522 52229, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =24522 51809, angle =145, rTime =120
[06-13 17:04:40]Create monster 710 pos =24258 51366, angle =145, rTime =1800
[06-13 17:04:40]Create monster 696 pos =25132 51123, angle =145, rTime =120
[06-13 17:04:40]Create monster 698 pos =23905 52050, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =20496 52907, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =18622 51362, angle =145, rTime =120
[06-13 17:04:40]Create monster 696 pos =19918 50089, angle =145, rTime =120
[06-13 17:04:40]Create monster 696 pos =19663 51016, angle =145, rTime =120
[06-13 17:04:40]Create monster 696 pos =16913 51820, angle =145, rTime =120
[06-13 17:04:40]Create monster 696 pos =16296 51387, angle =145, rTime =120
[06-13 17:04:40]Create monster 696 pos =11745 48376, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =13179 51439, angle =145, rTime =120
[06-13 17:04:40]Create monster 698 pos =12066 50824, angle =145, rTime =120
[06-13 17:04:40]Create monster 696 pos =15600 46629, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =15087 47202, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =20297 47432, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =20077 45896, angle =145, rTime =120
[06-13 17:04:40]Create monster 698 pos =21264 46621, angle =145, rTime =120
[06-13 17:04:40]Create monster 696 pos =22503 47447, angle =145, rTime =120
[06-13 17:04:40]Create monster 696 pos =20011 46577, angle =145, rTime =120
[06-13 17:04:40]Create monster 710 pos =21628 46752, angle =145, rTime =1800
[06-13 17:04:40]Create monster 696 pos =32081 49274, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =36388 51474, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =37814 52760, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =38258 55399, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =41731 54440, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =41881 53168, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =40669 57423, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =39346 59523, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =40687 62206, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =42355 62973, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =41750 64228, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =41878 62186, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =38564 61389, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =41110 66057, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =41484 68201, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =39410 67222, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =39840 69540, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =39643 70209, angle =145, rTime =120
[06-13 17:04:40]Create monster 696 pos =37393 66738, angle =145, rTime =120
[06-13 17:04:40]Create monster 696 pos =37243 65926, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =36596 65944, angle =145, rTime =120
[06-13 17:04:40]Create monster 698 pos =34839 65809, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =33909 64507, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =33219 66610, angle =145, rTime =120
[06-13 17:04:40]Create monster 698 pos =33889 67081, angle =145, rTime =120
[06-13 17:04:40]Create monster 696 pos =28447 67771, angle =145, rTime =120
[06-13 17:04:40]Create monster 696 pos =26958 67606, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =27426 66489, angle =145, rTime =120
[06-13 17:04:40]Create monster 710 pos =27466 67733, angle =145, rTime =1800
[06-13 17:04:40]Create monster 698 pos =27957 68539, angle =145, rTime =120
[06-13 17:04:40]Create monster 698 pos =29622 68690, angle =145, rTime =120
[06-13 17:04:40]Create monster 696 pos =27642 67074, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =30953 71560, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =32383 73902, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =34330 73905, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =34248 76376, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =32389 77280, angle =145, rTime =120
[06-13 17:04:40]Create monster 696 pos =34301 78043, angle =145, rTime =120
[06-13 17:04:40]Create monster 696 pos =35700 75912, angle =145, rTime =120
[06-13 17:04:40]Create monster 696 pos =37213 73916, angle =145, rTime =120
[06-13 17:04:40]Create monster 696 pos =37594 75621, angle =145, rTime =120
[06-13 17:04:40]Create monster 696 pos =39316 76829, angle =145, rTime =120
[06-13 17:04:40]Create monster 696 pos =41089 76010, angle =145, rTime =120
[06-13 17:04:40]Create monster 696 pos =42256 76675, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =38336 78993, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =39443 80973, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =36767 81656, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =37980 84033, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =39563 86558, angle =145, rTime =120
[06-13 17:04:40]Create monster 696 pos =40394 86710, angle =145, rTime =120
[06-13 17:04:40]Create monster 696 pos =36734 86935, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =34695 87744, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =34245 91651, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =36747 79018, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =36082 77349, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =31405 75500, angle =145, rTime =120
[06-13 17:04:40]Create monster 696 pos =30814 76075, angle =145, rTime =120
[06-13 17:04:40]Create monster 696 pos =28982 78909, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =30145 80418, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =31743 79651, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =30382 83236, angle =145, rTime =120
[06-13 17:04:40]Create monster 696 pos =29341 83692, angle =145, rTime =120
[06-13 17:04:40]Create monster 696 pos =27747 85727, angle =145, rTime =120
[06-13 17:04:40]Create monster 697 pos =26964 85839, angle =145, rTime =120
[06-13 17:04:40]Create monster 698 pos =27503 89122, angle =145, rTime =120
[06-13 17:04:40]Create monster 698 pos =32481 86749, angle =145, rTime =120
[06-13 17:04:40]Create monster 696 pos =32293 84643, angle =145, rTime =120
[06-13 17:04:40]Create monster 696 pos =39635 74010, angle =145, rTime =120
[06-13 17:04:40]Create monster 698 pos =38818 74851, angle =145, rTime =120
[06-13 17:04:40]Create monster 695 pos =9311 9257, angle =145, rTime =60
[06-13 17:04:40]Create monster 695 pos =9516 9945, angle =145, rTime =60
[06-13 17:04:40]Create monster 695 pos =8742 10174, angle =145, rTime =60
[06-13 17:04:40]Create monster 695 pos =12200 9458, angle =145, rTime =60
[06-13 17:04:40]Create monster 695 pos =13448 9582, angle =145, rTime =60
[06-13 17:04:40]Create monster 695 pos =14332 8730, angle =145, rTime =60
[06-13 17:04:40]Create monster 695 pos =15650 8613, angle =145, rTime =60
[06-13 17:04:40]Create monster 695 pos =16816 8597, angle =145, rTime =60
[06-13 17:04:40]Create monster 695 pos =17789 9358, angle =145, rTime =60
[06-13 17:04:40]Create monster 695 pos =17992 8422, angle =145, rTime =60
[06-13 17:04:40]Create monster 695 pos =18854 9110, angle =145, rTime =60
[06-13 17:04:40]Create monster 695 pos =18588 10202, angle =145, rTime =60
[06-13 17:04:40]Create monster 695 pos =19566 9823, angle =145, rTime =60
[06-13 17:04:40]Create monster 697 pos =24799 11587, angle =145, rTime =60
[06-13 17:04:40]Create monster 695 pos =21194 8358, angle =145, rTime =60
[06-13 17:04:40]Create monster 695 pos =21301 8658, angle =145, rTime =60
[06-13 17:04:40]Create monster 697 pos =24503 13737, angle =145, rTime =60
[06-13 17:04:40]Create monster 695 pos =20578 10498, angle =145, rTime =60
[06-13 17:04:40]Create monster 695 pos =21236 10466, angle =145, rTime =60
[06-13 17:04:40]Create monster 695 pos =23946 14005, angle =145, rTime =60
[06-13 17:04:40]Create monster 695 pos =22860 9139, angle =145, rTime =60
[06-13 17:04:40]Create monster 695 pos =22982 9701, angle =145, rTime =60
[06-13 17:04:40]Create monster 695 pos =32245 14581, angle =145, rTime =60
[06-13 17:04:40]Create monster 695 pos =10088 32730, angle =145, rTime =60
[06-13 17:04:40]Create monster 695 pos =24645 9386, angle =145, rTime =60
[06-13 17:04:40]Create monster 695 pos =24674 14313, angle =145, rTime =60
[06-13 17:04:40]Create monster 695 pos =25895 8654, angle =145, rTime =60
[06-13 17:04:40]Create monster 697 pos =10454 21501, angle =145, rTime =60
[06-13 17:04:40]Create monster 695 pos =26392 10389, angle =145, rTime =60
[06-13 17:04:40]Create monster 695 pos =27518 8987, angle =145, rTime =60
[06-13 17:04:40]Create monster 695 pos =27517 9317, angle =145, rTime =60
[06-13 17:04:40]Create monster 695 pos =8678 23552, angle =145, rTime =60
[06-13 17:04:40]Create monster 695 pos =9529 24898, angle =145, rTime =60
[06-13 17:04:40]Create monster 695 pos =9318 18820, angle =145, rTime =60
[06-13 17:04:40]Create monster 695 pos =29762 8296, angle =145, rTime =60
[06-13 17:04:40]Create monster 695 pos =10307 17259, angle =145, rTime =60
[06-13 17:04:40]Create monster 697 pos =12891 17398, angle =145, rTime =60
[06-13 17:04:40]Create monster 695 pos =30720 9790, angle =145, rTime =60
[06-13 17:04:40]Create monster 696 pos =12091 16832, angle =145, rTime =60
[06-13 17:04:40]Create monster 695 pos =32307 9492, angle =145, rTime =60
[06-13 17:04:40]Create monster 697 pos =24514 18098, angle =145, rTime =60
[06-13 17:04:40]Create monster 695 pos =13147 18000, angle =145, rTime =60
[06-13 17:04:40]Create monster 695 pos =31479 11210, angle =145, rTime =60
[06-13 17:04:40]Create monster 695 pos =31808 13107, angle =145, rTime =60
[06-13 17:04:40]Create monster 697 pos =30482 13455, angle =145, rTime =60
[06-13 17:04:40]Create monster 697 pos =14388 16778, angle =145, rTime =60
[06-13 17:04:40]Create monster 695 pos =17206 13746, angle =145, rTime =60
[06-13 17:04:40]Create monster 697 pos =16285 15798, angle =145, rTime =60
[06-13 17:04:40]Create monster 697 pos =13944 12794, angle =145, rTime =60
[06-13 17:04:40]Create monster 695 pos =12923 11298, angle =145, rTime =60
[06-13 17:04:40]Create monster 695 pos =9218 12248, angle =145, rTime =60
[06-13 17:04:40]Create monster 695 pos =30762 16799, angle =145, rTime =60
[06-13 17:04:40]Create monster 695 pos =9996 14878, angle =145, rTime =60
[06-13 17:04:40]Create monster 697 pos =30600 17227, angle =145, rTime =60
[06-13 17:04:40]Create monster 697 pos =12636 15710, angle =145, rTime =60
[06-13 17:04:40]Create monster 697 pos =16617 11865, angle =145, rTime =60
[06-13 17:04:40]Create monster 695 pos =32459 19084, angle =145, rTime =60
[06-13 17:04:40]Create monster 695 pos =17156 12047, angle =145, rTime =60
[06-13 17:04:40]Create monster 695 pos =31858 20321, angle =145, rTime =60
[06-13 17:04:40]Create monster 695 pos =20402 13098, angle =145, rTime =60
[06-13 17:04:40]Create monster 695 pos =30216 20443, angle =145, rTime =60
[06-13 17:04:40]Create monster 697 pos =30469 20466, angle =145, rTime =60
[06-13 17:04:40]Create monster 695 pos =30558 20004, angle =145, rTime =60
[06-13 17:04:40]Create monster 695 pos =31823 24310, angle =145, rTime =60
[06-13 17:04:40]Create monster 695 pos =32287 23658, angle =145, rTime =60
[06-13 17:04:40]Create monster 697 pos =20137 14118, angle =145, rTime =60
[06-13 17:04:40]Create monster 695 pos =30956 23108, angle =145, rTime =60
[06-13 17:04:40]Create monster 697 pos =31170 22860, angle =145, rTime =60
[06-13 17:04:40]Create monster 697 pos =30942 24718, angle =145, rTime =60
[06-13 17:04:40]Create monster 697 pos =28938 27325, angle =145, rTime =60
[06-13 17:04:40]Create monster 697 pos =27787 26697, angle =145, rTime =60
[06-13 17:04:40]Create monster 697 pos =29716 29323, angle =145, rTime =60
[06-13 17:04:40]Create monster 709 pos =13044 16211, angle =15, rTime =300
[06-13 17:04:40]Create monster 697 pos =27701 31440, angle =145, rTime =60
[06-13 17:04:40]Create monster 696 pos =13425 16352, angle =145, rTime =60
[06-13 17:04:40]Create monster 695 pos =30876 31159, angle =145, rTime =60
[06-13 17:04:40]Create monster 695 pos =31912 29664, angle =145, rTime =60
[06-13 17:04:40]Create monster 695 pos =31516 29533, angle =145, rTime =60
[06-13 17:04:40]Create monster 696 pos =24566 18861, angle =145, rTime =60
[06-13 17:04:40]Create monster 709 pos =24048 18335, angle =145, rTime =300
[06-13 17:04:40]Create monster 695 pos =29646 31728, angle =145, rTime =60
[06-13 17:04:40]Create monster 697 pos =18588 27460, angle =145, rTime =60
[06-13 17:04:40]Create monster 695 pos =18809 28370, angle =145, rTime =60
[06-13 17:04:40]Create monster 695 pos =32293 25202, angle =145, rTime =60
[06-13 17:04:40]Create monster 697 pos =29867 24712, angle =145, rTime =60
[06-13 17:04:40]Create monster 697 pos =27197 25397, angle =145, rTime =60
[06-13 17:04:40]Create monster 695 pos =27072 25725, angle =145, rTime =60
[06-13 17:04:40]Create monster 695 pos =27463 25498, angle =145, rTime =60
[06-13 17:04:40]Create monster 695 pos =26138 26890, angle =145, rTime =60
[06-13 17:04:40]Create monster 695 pos =27674 26962, angle =145, rTime =60
[06-13 17:04:40]Create monster 706 pos =15524 28326, angle =145, rTime =10800
[06-13 17:04:40]Create monster 695 pos =15951 28520, angle =145, rTime =60
[06-13 17:04:40]Create monster 695 pos =15034 28571, angle =145, rTime =60
[06-13 17:04:40]Create monster 695 pos =23955 26703, angle =145, rTime =60
[06-13 17:04:40]Create monster 695 pos =22566 26457, angle =145, rTime =60
[06-13 17:04:40]Create monster 695 pos =28473 30734, angle =145, rTime =60
[06-13 17:04:40]Create monster 695 pos =28229 31883, angle =145, rTime =60
[06-13 17:04:40]Create monster 697 pos =17900 27620, angle =145, rTime =60
[06-13 17:04:40]Create monster 695 pos =30523 32641, angle =145, rTime =60
[06-13 17:04:40]Create monster 695 pos =18292 25641, angle =145, rTime =60
[06-13 17:04:40]Create monster 697 pos =20890 22563, angle =145, rTime =60
[06-13 17:04:40]Create monster 697 pos =20979 19134, angle =145, rTime =60
[06-13 17:04:40]Create monster 695 pos =30073 33023, angle =145, rTime =60
[06-13 17:04:40]Create monster 695 pos =28527 33432, angle =145, rTime =60
[06-13 17:04:40]Create monster 697 pos =20981 19986, angle =145, rTime =60
[06-13 17:04:40]Create monster 695 pos =26579 33293, angle =145, rTime =60
[06-13 17:04:40]Create monster 697 pos =18527 17147, angle =145, rTime =60
[06-13 17:04:40]Create monster 697 pos =17641 18637, angle =145, rTime =60
[06-13 17:04:40]Create monster 697 pos =24542 31310, angle =145, rTime =60
[06-13 17:04:40]Create monster 695 pos =24151 31513, angle =145, rTime =60
[06-13 17:04:40]Create monster 695 pos =24955 30884, angle =145, rTime =60
[06-13 17:04:40]Create monster 695 pos =24835 31347, angle =145, rTime =60
[06-13 17:04:40]Create monster 697 pos =14639 21609, angle =145, rTime =60
[06-13 17:04:40]Create monster 695 pos =24481 33252, angle =145, rTime =60
[06-13 17:04:40]Create monster 697 pos =14454 22751, angle =145, rTime =60
[06-13 17:04:40]Create monster 697 pos =15314 22458, angle =145, rTime =60
[06-13 17:04:40]Create monster 695 pos =10179 22466, angle =145, rTime =60
[06-13 17:04:40]Create monster 695 pos =9355 14994, angle =145, rTime =60
[06-13 17:04:40]Create monster 695 pos =21551 33398, angle =145, rTime =60
[06-13 17:04:40]Create monster 697 pos =21563 31505, angle =145, rTime =60
[06-13 17:04:40]Create monster 697 pos =20173 31256, angle =145, rTime =60
[06-13 17:04:40]Create monster 695 pos =20226 31736, angle =145, rTime =60
[06-13 17:04:40]Create monster 697 pos =11953 13592, angle =145, rTime =60
[06-13 17:04:40]Create monster 695 pos =20373 30127, angle =145, rTime =60
[06-13 17:04:40]Create monster 695 pos =20500 31187, angle =145, rTime =60
[06-13 17:04:40]Create monster 697 pos =15493 27134, angle =145, rTime =60
[06-13 17:04:40]Create monster 697 pos =15862 28020, angle =145, rTime =60
[06-13 17:04:40]Create monster 695 pos =9101 30747, angle =145, rTime =60
[06-13 17:04:40]Create monster 697 pos =16441 30076, angle =145, rTime =60
[06-13 17:04:40]Create monster 697 pos =13066 28560, angle =145, rTime =60
