[06-13 17:16:34]Create monster 465 pos =136928 308545, angle =145, rTime =60
[06-13 17:16:35]Create monster 193 pos =332476 48277, angle =235, rTime =50
[06-13 17:16:35]Create monster 193 pos =330592 44542, angle =235, rTime =50
[06-13 17:16:35]Create monster 193 pos =328227 54240, angle =235, rTime =50
[06-13 17:16:35]Create monster 193 pos =324430 45759, angle =235, rTime =50
[06-13 17:16:35]Create monster 193 pos =321007 43146, angle =235, rTime =50
[06-13 17:16:35]Create monster 193 pos =317870 42305, angle =235, rTime =50
[06-13 17:16:35]Create monster 193 pos =317185 37912, angle =235, rTime =50
[06-13 17:16:35]Create monster 193 pos =315857 31863, angle =235, rTime =50
[06-13 17:16:35]Create monster 193 pos =315380 25530, angle =235, rTime =50
[06-13 17:16:35]Create monster 193 pos =314005 16696, angle =235, rTime =50
[06-13 17:16:35]Create monster 193 pos =312877 9285, angle =235, rTime =50
[06-13 17:16:35]Create monster 193 pos =311580 7749, angle =235, rTime =50
[06-13 17:16:35]Create monster 193 pos =308548 18631, angle =235, rTime =50
[06-13 17:16:35]Create monster 193 pos =306887 20558, angle =235, rTime =50
[06-13 17:16:35]Create monster 193 pos =307224 21001, angle =235, rTime =50
[06-13 17:16:35]Create monster 193 pos =303741 22363, angle =235, rTime =50
[06-13 17:16:35]Create monster 193 pos =303814 22701, angle =235, rTime =50
[06-13 17:16:35]Create monster 193 pos =304066 26242, angle =235, rTime =50
[06-13 17:16:35]Create monster 193 pos =304440 26457, angle =235, rTime =50
[06-13 17:16:35]Create monster 193 pos =303059 28238, angle =235, rTime =50
[06-13 17:16:35]Create monster 193 pos =289260 37242, angle =235, rTime =50
[06-13 17:16:35]Create monster 193 pos =288559 36063, angle =235, rTime =50
[06-13 17:16:35]Create monster 193 pos =287651 37076, angle =235, rTime =50
[06-13 17:16:35]Create monster 193 pos =281960 37142, angle =235, rTime =50
[06-13 17:16:35]Create monster 193 pos =281399 38851, angle =235, rTime =50
[06-13 17:16:35]Create monster 193 pos =282156 38027, angle =235, rTime =50
[06-13 17:16:35]Create monster 90 pos =281274 39411, angle =145, rTime =50
[06-13 17:16:35]Create monster 90 pos =281680 39336, angle =145, rTime =50
[06-13 17:16:35]Create monster 90 pos =279441 42270, angle =145, rTime =50
[06-13 17:16:35]Create monster 90 pos =278789 42170, angle =145, rTime =50
[06-13 17:16:35]Create monster 90 pos =279158 42578, angle =145, rTime =50
[06-13 17:16:35]Create monster 90 pos =278554 42785, angle =145, rTime =50
[06-13 17:16:35]Create monster 90 pos =278341 42026, angle =145, rTime =50
[06-13 17:16:35]Create monster 90 pos =275935 43481, angle =145, rTime =50
[06-13 17:16:35]Create monster 90 pos =275586 45071, angle =145, rTime =50
[06-13 17:16:35]Create monster 90 pos =275426 44373, angle =145, rTime =50
[06-13 17:16:35]Create monster 90 pos =273741 35802, angle =145, rTime =50
[06-13 17:16:35]Create monster 90 pos =273788 36304, angle =145, rTime =50
[06-13 17:16:35]Create monster 60 pos =273467 36246, angle =235, rTime =50
[06-13 17:16:35]Create monster 60 pos =270717 39218, angle =310, rTime =50
[06-13 17:16:35]Create monster 60 pos =270315 39137, angle =265, rTime =50
[06-13 17:16:35]Create monster 60 pos =269802 39442, angle =250, rTime =50
[06-13 17:16:35]Create monster 60 pos =269372 39934, angle =220, rTime =50
[06-13 17:16:35]Create monster 60 pos =269208 40589, angle =175, rTime =50
[06-13 17:16:35]Create monster 60 pos =269421 41367, angle =175, rTime =50
[06-13 17:16:35]Create monster 60 pos =270131 42323, angle =160, rTime =50
[06-13 17:16:35]Create monster 60 pos =270972 42788, angle =115, rTime =50
[06-13 17:16:35]Create monster 60 pos =272050 42818, angle =85, rTime =50
[06-13 17:16:35]Create monster 60 pos =263925 35667, angle =85, rTime =50
[06-13 17:16:35]Create monster 60 pos =264549 36382, angle =115, rTime =50
[06-13 17:16:35]Create monster 60 pos =263347 36707, angle =85, rTime =50
[06-13 17:16:35]Create monster 60 pos =261065 33595, angle =250, rTime =50
[06-13 17:16:35]Create monster 60 pos =260244 34122, angle =250, rTime =50
[06-13 17:16:35]Create monster 60 pos =259352 34873, angle =250, rTime =50
[06-13 17:16:35]Create monster 60 pos =258638 35728, angle =220, rTime =50
[06-13 17:16:35]Create monster 60 pos =258237 36741, angle =220, rTime =50
[06-13 17:16:35]Create monster 60 pos =257674 37679, angle =205, rTime =50
[06-13 17:16:35]Create monster 60 pos =257549 38830, angle =175, rTime =50
[06-13 17:16:35]Create monster 60 pos =257929 39989, angle =145, rTime =50
[06-13 17:16:35]Create monster 60 pos =258627 40956, angle =145, rTime =50
[06-13 17:16:35]Create monster 60 pos =259350 41999, angle =145, rTime =50
[06-13 17:16:35]Create monster 60 pos =250253 32945, angle =250, rTime =50
[06-13 17:16:35]Create monster 60 pos =251584 32992, angle =145, rTime =50
[06-13 17:16:35]Create monster 60 pos =250878 33399, angle =190, rTime =50
[06-13 17:16:35]Create monster 60 pos =249113 28110, angle =190, rTime =50
[06-13 17:16:35]Create monster 60 pos =248220 28353, angle =205, rTime =50
[06-13 17:16:35]Create monster 60 pos =250045 28759, angle =160, rTime =50
[06-13 17:16:35]Create monster 60 pos =250477 25819, angle =265, rTime =50
[06-13 17:16:35]Create monster 60 pos =250053 26195, angle =265, rTime =50
[06-13 17:16:35]Create monster 60 pos =250451 26686, angle =265, rTime =50
[06-13 17:16:35]Create monster 60 pos =251096 26831, angle =235, rTime =50
[06-13 17:16:35]Create monster 60 pos =249697 25756, angle =280, rTime =50
[06-13 17:16:35]Create monster 60 pos =249589 26802, angle =250, rTime =50
[06-13 17:16:35]Create monster 60 pos =249468 27373, angle =205, rTime =50
[06-13 17:16:35]Create monster 90 pos =231044 14022, angle =145, rTime =50
[06-13 17:16:35]Create monster 90 pos =230913 14575, angle =145, rTime =50
[06-13 17:16:35]Create monster 90 pos =231454 14426, angle =145, rTime =50
[06-13 17:16:35]Create monster 90 pos =231267 17888, angle =145, rTime =50
[06-13 17:16:35]Create monster 90 pos =227859 19065, angle =145, rTime =50
[06-13 17:16:35]Create monster 90 pos =229735 20511, angle =145, rTime =50
[06-13 17:16:35]Create monster 90 pos =222569 22976, angle =145, rTime =50
[06-13 17:16:35]Create monster 90 pos =221796 24598, angle =145, rTime =50
[06-13 17:16:35]Create monster 90 pos =218683 27619, angle =145, rTime =50
[06-13 17:16:35]Create monster 90 pos =216232 28161, angle =145, rTime =50
[06-13 17:16:35]Create monster 90 pos =216751 29417, angle =145, rTime =50
[06-13 17:16:35]Create monster 90 pos =210673 33284, angle =145, rTime =50
[06-13 17:16:35]Create monster 90 pos =213246 36622, angle =145, rTime =50
[06-13 17:16:35]Create monster 90 pos =212126 36917, angle =145, rTime =50
[06-13 17:16:35]Create monster 90 pos =212741 36492, angle =145, rTime =50
[06-13 17:16:35]Create monster 90 pos =207613 38994, angle =145, rTime =50
[06-13 17:16:35]Create monster 90 pos =209821 39874, angle =145, rTime =50
[06-13 17:16:35]Create monster 90 pos =208414 38086, angle =145, rTime =50
[06-13 17:16:35]Create monster 90 pos =202625 42545, angle =145, rTime =50
[06-13 17:16:35]Create monster 90 pos =203254 44094, angle =145, rTime =50
[06-13 17:16:35]Create monster 90 pos =202241 43613, angle =145, rTime =50
[06-13 17:16:35]Create monster 90 pos =197498 41774, angle =145, rTime =50
[06-13 17:16:35]Create monster 90 pos =202237 42643, angle =145, rTime =50
[06-13 17:16:35]Create monster 90 pos =197152 42014, angle =145, rTime =50
[06-13 17:16:35]Create monster 90 pos =189626 37396, angle =145, rTime =50
[06-13 17:16:35]Create monster 90 pos =189717 39069, angle =145, rTime =50
[06-13 17:16:35]Create monster 90 pos =189331 38112, angle =145, rTime =50
[06-13 17:16:35]Create monster 90 pos =189422 38629, angle =145, rTime =50
[06-13 17:16:35]Create monster 90 pos =186032 41840, angle =145, rTime =50
[06-13 17:16:35]Create monster 90 pos =186567 42315, angle =145, rTime =50
[06-13 17:16:35]Create monster 90 pos =186765 43283, angle =145, rTime =50
[06-13 17:16:35]Create monster 90 pos =186037 43980, angle =145, rTime =50
[06-13 17:16:35]Create monster 90 pos =181055 43928, angle =145, rTime =50
[06-13 17:16:35]Create monster 90 pos =180602 45018, angle =145, rTime =50
[06-13 17:16:35]Create monster 90 pos =179745 43982, angle =145, rTime =50
[06-13 17:16:35]Create monster 90 pos =180754 44418, angle =145, rTime =50
[06-13 17:16:35]Create monster 90 pos =174899 43842, angle =145, rTime =50
[06-13 17:16:35]Create monster 90 pos =174292 44475, angle =145, rTime =50
[06-13 17:16:35]Create monster 90 pos =174613 44337, angle =145, rTime =50
[06-13 17:16:35]Create monster 90 pos =175256 46077, angle =145, rTime =50
[06-13 17:16:35]Create monster 90 pos =175662 46241, angle =145, rTime =50
[06-13 17:16:35]Create monster 90 pos =170132 40257, angle =145, rTime =50
[06-13 17:16:35]Create monster 90 pos =169237 37185, angle =145, rTime =50
[06-13 17:16:35]Create monster 90 pos =169180 37653, angle =145, rTime =50
[06-13 17:16:35]Create monster 90 pos =169042 39121, angle =145, rTime =50
[06-13 17:16:35]Create monster 90 pos =169088 38326, angle =145, rTime =50
[06-13 17:16:35]Create monster 90 pos =166667 31832, angle =145, rTime =50
[06-13 17:16:35]Create monster 90 pos =163829 29610, angle =145, rTime =50
[06-13 17:16:35]Create monster 90 pos =161431 31551, angle =145, rTime =50
[06-13 17:16:35]Create monster 90 pos =161608 31743, angle =145, rTime =50
[06-13 17:16:35]Create monster 90 pos =161587 32145, angle =145, rTime =50
[06-13 17:16:35]Create monster 90 pos =161209 32037, angle =145, rTime =50
[06-13 17:16:35]Create monster 90 pos =156426 29873, angle =145, rTime =50
[06-13 17:16:35]Create monster 90 pos =151898 32974, angle =145, rTime =50
[06-13 17:16:35]Create monster 90 pos =151669 33605, angle =145, rTime =50
[06-13 17:16:35]Create monster 90 pos =152013 33245, angle =145, rTime =50
[06-13 17:16:35]Create monster 90 pos =147712 35665, angle =145, rTime =50
[06-13 17:16:35]Create monster 90 pos =147560 36277, angle =145, rTime =50
[06-13 17:16:35]Create monster 90 pos =147433 35115, angle =145, rTime =50
[06-13 17:16:35]Create monster 90 pos =147205 35830, angle =145, rTime =50
[06-13 17:16:35]Create monster 90 pos =148050 32221, angle =145, rTime =50
[06-13 17:16:35]Create monster 90 pos =147730 32191, angle =145, rTime =50
[06-13 17:16:35]Create monster 90 pos =147667 32536, angle =145, rTime =50
[06-13 17:16:35]Create monster 90 pos =144569 38329, angle =145, rTime =50
[06-13 17:16:35]Create monster 90 pos =144231 38583, angle =145, rTime =50
[06-13 17:16:35]Create monster 638 pos =131457 40709, angle =145, rTime =50
[06-13 17:16:35]Create monster 638 pos =131539 41172, angle =145, rTime =50
[06-13 17:16:35]Create monster 638 pos =128480 43261, angle =145, rTime =50
[06-13 17:16:35]Create monster 638 pos =128276 43494, angle =145, rTime =50
[06-13 17:16:35]Create monster 638 pos =126689 39267, angle =145, rTime =50
[06-13 17:16:35]Create monster 638 pos =126394 38822, angle =145, rTime =50
[06-13 17:16:35]Create monster 638 pos =126304 39483, angle =145, rTime =50
[06-13 17:16:35]Create monster 638 pos =125823 42052, angle =145, rTime =50
[06-13 17:16:35]Create monster 638 pos =134673 42227, angle =145, rTime =50
[06-13 17:16:35]Create monster 638 pos =134554 43442, angle =145, rTime =50
[06-13 17:16:35]Create monster 638 pos =125159 36215, angle =145, rTime =50
[06-13 17:16:35]Create monster 638 pos =123181 33314, angle =145, rTime =50
[06-13 17:16:35]Create monster 638 pos =122910 29253, angle =145, rTime =50
[06-13 17:16:35]Create monster 638 pos =121356 26110, angle =145, rTime =50
[06-13 17:16:35]Create monster 638 pos =117300 20642, angle =145, rTime =50
[06-13 17:16:35]Create monster 638 pos =118046 19364, angle =145, rTime =50
[06-13 17:16:35]Create monster 638 pos =116349 16250, angle =145, rTime =50
[06-13 17:16:35]Create monster 638 pos =113772 17569, angle =145, rTime =50
[06-13 17:16:35]Create monster 638 pos =113661 12774, angle =145, rTime =50
[06-13 17:16:35]Create monster 638 pos =114748 13541, angle =145, rTime =50
[06-13 17:16:35]Create monster 638 pos =115360 15224, angle =145, rTime =50
[06-13 17:16:35]Create monster 638 pos =113363 15990, angle =145, rTime =50
[06-13 17:16:35]Create monster 638 pos =102479 15112, angle =145, rTime =50
[06-13 17:16:35]Create monster 638 pos =202358 58041, angle =145, rTime =50
[06-13 17:16:35]Create monster 638 pos =200392 58527, angle =145, rTime =50
[06-13 17:16:35]Create monster 638 pos =198563 59747, angle =145, rTime =50
[06-13 17:16:35]Create monster 638 pos =198787 60938, angle =145, rTime =50
[06-13 17:16:35]Create monster 638 pos =204685 50798, angle =145, rTime =50
[06-13 17:16:35]Create monster 612 pos =218509 47431, angle =235, rTime =50
[06-13 17:16:35]Create monster 612 pos =218915 47958, angle =265, rTime =50
[06-13 17:16:35]Create monster 611 pos =219118 47565, angle =265, rTime =50
[06-13 17:16:35]Create monster 611 pos =235685 54990, angle =280, rTime =50
[06-13 17:16:35]Create monster 612 pos =234959 54970, angle =340, rTime =50
[06-13 17:16:35]Create monster 612 pos =234500 55318, angle =310, rTime =50
[06-13 17:16:35]Create monster 612 pos =234084 58353, angle =310, rTime =50
[06-13 17:16:35]Create monster 612 pos =233289 58715, angle =280, rTime =50
[06-13 17:16:35]Create monster 612 pos =232222 57516, angle =280, rTime =50
[06-13 17:16:35]Create monster 612 pos =233709 61459, angle =295, rTime =50
[06-13 17:16:35]Create monster 611 pos =233905 61836, angle =280, rTime =50
[06-13 17:16:35]Create monster 611 pos =242601 71466, angle =205, rTime =50
[06-13 17:16:35]Create monster 612 pos =243705 72293, angle =205, rTime =50
[06-13 17:16:35]Create monster 612 pos =257499 58263, angle =250, rTime =50
[06-13 17:16:35]Create monster 612 pos =257282 59154, angle =295, rTime =50
[06-13 17:16:35]Create monster 612 pos =258663 64371, angle =265, rTime =50
[06-13 17:16:35]Create monster 612 pos =258898 65200, angle =265, rTime =50
[06-13 17:16:35]Create monster 612 pos =258301 64847, angle =280, rTime =50
[06-13 17:16:35]Create monster 612 pos =250789 53139, angle =280, rTime =50
[06-13 17:16:35]Create monster 612 pos =250031 53212, angle =340, rTime =50
[06-13 17:16:35]Create monster 612 pos =251661 52964, angle =340, rTime =50
[06-13 17:16:35]Create monster 611 pos =250695 53660, angle =160, rTime =50
[06-13 17:16:35]Create monster 611 pos =251303 53474, angle =160, rTime =50
[06-13 17:16:35]Create monster 659 pos =251914 53473, angle =10, rTime =50
[06-13 17:16:35]Create monster 659 pos =258401 57815, angle =295, rTime =50
[06-13 17:16:35]Create monster 193 pos =258329 47223, angle =145, rTime =50
[06-13 17:16:35]Create monster 193 pos =257506 47397, angle =145, rTime =50
[06-13 17:16:35]Create monster 193 pos =257977 46391, angle =145, rTime =50
[06-13 17:16:35]Create monster 193 pos =258105 48423, angle =145, rTime =50
[06-13 17:16:35]Create monster 193 pos =259185 48708, angle =145, rTime =50
[06-13 17:16:35]Create monster 193 pos =262465 38880, angle =145, rTime =50
[06-13 17:16:35]Create monster 193 pos =262181 39647, angle =130, rTime =50
[06-13 17:16:35]Create monster 193 pos =263132 39634, angle =238, rTime =50
[06-13 17:16:35]Create monster 193 pos =261615 39352, angle =145, rTime =50
[06-13 17:16:35]Create monster 193 pos =263854 36254, angle =145, rTime =50
[06-13 17:16:35]Create monster 193 pos =266116 39527, angle =145, rTime =50
[06-13 17:16:35]Create monster 193 pos =266364 40920, angle =145, rTime =50
[06-13 17:16:35]Create monster 193 pos =266118 40147, angle =145, rTime =50
[06-13 17:16:35]Create monster 659 pos =243713 79668, angle =325, rTime =50
[06-13 17:16:35]Create monster 611 pos =243559 80262, angle =280, rTime =50
[06-13 17:16:35]Create monster 611 pos =244388 79991, angle =340, rTime =50
[06-13 17:16:35]Create monster 612 pos =242956 80601, angle =295, rTime =50
[06-13 17:16:35]Create monster 612 pos =245012 79558, angle =355, rTime =50
[06-13 17:16:35]Create monster 612 pos =243595 81354, angle =250, rTime =50
[06-13 17:16:35]Create monster 612 pos =243921 82535, angle =214, rTime =50
[06-13 17:16:35]Create monster 461 pos =65961 263573, angle =280, rTime =90
[06-13 17:16:35]Create monster 461 pos =65890 262805, angle =130, rTime =90
[06-13 17:16:35]Create monster 461 pos =65812 264064, angle =130, rTime =90
[06-13 17:16:35]Create monster 461 pos =66745 263534, angle =160, rTime =90
[06-13 17:16:35]Create monster 461 pos =67045 262468, angle =160, rTime =90
[06-13 17:16:35]Create monster 461 pos =67328 264260, angle =190, rTime =90
[06-13 17:16:35]Create monster 461 pos =66935 264840, angle =280, rTime =90
[06-13 17:16:35]Create monster 635 pos =155930 387371, angle =25, rTime =60
[06-13 17:16:35]Create monster 462 pos =155148 389278, angle =250, rTime =60
[06-13 17:16:35]Create monster 462 pos =156218 389867, angle =250, rTime =60
[06-13 17:16:35]Create monster 462 pos =157070 389004, angle =250, rTime =60
[06-13 17:16:35]Create monster 462 pos =157515 390165, angle =310, rTime =60
[06-13 17:16:35]Create monster 462 pos =155398 390616, angle =10, rTime =60
[06-13 17:16:35]Create monster 462 pos =156955 390829, angle =25, rTime =60
[06-13 17:16:35]Create monster 462 pos =154131 390745, angle =25, rTime =60
[06-13 17:16:35]Create monster 462 pos =153895 389592, angle =85, rTime =60
[06-13 17:16:35]Create monster 635 pos =157681 390532, angle =325, rTime =60
[06-13 17:16:35]Create monster 635 pos =156170 391440, angle =325, rTime =60
[06-13 17:16:35]Create monster 635 pos =158089 388775, angle =325, rTime =60
[06-13 17:16:35]Create monster 469 pos =150674 339857, angle =145, rTime =120
[06-13 17:16:35]Create monster 469 pos =150297 340149, angle =145, rTime =120
[06-13 17:16:35]Create monster 469 pos =151086 339093, angle =145, rTime =120
[06-13 17:16:35]Create monster 469 pos =150126 338526, angle =145, rTime =120
[06-13 17:16:35]Create monster 469 pos =150607 338443, angle =145, rTime =120
[06-13 17:16:35]Create monster 469 pos =150296 339121, angle =145, rTime =120
[06-13 17:16:35]Create monster 469 pos =149895 340393, angle =145, rTime =120
[06-13 17:16:35]Create monster 469 pos =150166 340636, angle =235, rTime =120
[06-13 17:16:35]Create monster 469 pos =150637 338909, angle =205, rTime =120
[06-13 17:16:35]Create monster 469 pos =151098 339542, angle =205, rTime =120
[06-13 17:16:35]Create monster 469 pos =151624 339936, angle =205, rTime =120
[06-13 17:16:35]Create monster 469 pos =151094 340033, angle =205, rTime =120
[06-13 17:16:35]Create monster 469 pos =151466 340322, angle =205, rTime =120
[06-13 17:16:35]Create monster 469 pos =150396 340773, angle =205, rTime =120
[06-13 17:16:35]Create monster 469 pos =150659 341466, angle =205, rTime =120
[06-13 17:16:35]Create monster 469 pos =150891 342171, angle =205, rTime =120
[06-13 17:16:35]Create monster 469 pos =151311 341040, angle =205, rTime =120
[06-13 17:16:35]Create monster 469 pos =151511 341703, angle =205, rTime =120
[06-13 17:16:35]Create monster 469 pos =150916 340657, angle =205, rTime =120
[06-13 17:16:35]Create monster 469 pos =151120 341481, angle =205, rTime =120
[06-13 17:16:35]Create monster 469 pos =151389 342422, angle =205, rTime =120
[06-13 17:16:35]Create monster 469 pos =151370 342867, angle =205, rTime =120
[06-13 17:16:35]Create monster 469 pos =151212 341863, angle =205, rTime =120
[06-13 17:16:35]Create monster 469 pos =151756 340945, angle =205, rTime =120
[06-13 17:16:35]Create monster 469 pos =151970 339097, angle =205, rTime =120
[06-13 17:16:35]Create monster 469 pos =151773 341866, angle =205, rTime =120
[06-13 17:16:35]Create monster 469 pos =152335 339522, angle =205, rTime =120
[06-13 17:16:35]Create monster 469 pos =152268 340335, angle =205, rTime =120
[06-13 17:16:35]Create monster 469 pos =152195 340867, angle =205, rTime =120
[06-13 17:16:35]Create monster 511 pos =151506 338646, angle =205, rTime =30
[06-13 17:16:35]Create monster 511 pos =151896 342146, angle =145, rTime =30
[06-13 17:16:35]Create monster 500 pos =151751 338762, angle =235, rTime =30
[06-13 17:16:35]Create monster 593 pos =111810 372132, angle =310, rTime =60
[06-13 17:16:35]Create monster 593 pos =111890 372588, angle =265, rTime =60
[06-13 17:16:35]Create monster 594 pos =111966 372958, angle =295, rTime =60
[06-13 17:16:35]Create monster 594 pos =111730 373376, angle =265, rTime =60
[06-13 17:16:35]Create monster 594 pos =131196 374548, angle =295, rTime =60
[06-13 17:16:35]Create monster 594 pos =130883 375114, angle =250, rTime =60
[06-13 17:16:35]Create monster 593 pos =131382 375031, angle =280, rTime =60
[06-13 17:16:35]Create monster 593 pos =150324 377168, angle =250, rTime =60
[06-13 17:16:35]Create monster 593 pos =150845 377403, angle =250, rTime =60
[06-13 17:16:35]Create monster 594 pos =150527 377684, angle =310, rTime =60
[06-13 17:16:35]Create monster 594 pos =151258 378454, angle =235, rTime =60
[06-13 17:16:35]Create monster 626 pos =151016 379036, angle =205, rTime =60
[06-13 17:16:35]Create monster 626 pos =150669 378691, angle =250, rTime =60
[06-13 17:16:35]Create monster 186 pos =125893 302956, angle =145, rTime =60
[06-13 17:16:35]Create monster 186 pos =126482 302466, angle =145, rTime =60
[06-13 17:16:35]Create monster 186 pos =126719 302096, angle =145, rTime =60
[06-13 17:16:35]Create monster 186 pos =129134 301664, angle =145, rTime =60
[06-13 17:16:35]Create monster 186 pos =129515 301425, angle =145, rTime =60
[06-13 17:16:35]Create monster 186 pos =131027 300949, angle =145, rTime =60
[06-13 17:16:35]Create monster 186 pos =132025 300707, angle =145, rTime =60
[06-13 17:16:35]Create monster 186 pos =134013 301472, angle =145, rTime =60
[06-13 17:16:35]Create monster 186 pos =135410 302299, angle =145, rTime =60
[06-13 17:16:35]Create monster 186 pos =139050 301321, angle =145, rTime =60
[06-13 17:16:35]Create monster 186 pos =140201 301467, angle =145, rTime =60
[06-13 17:16:35]Create monster 186 pos =141238 301344, angle =145, rTime =60
[06-13 17:16:35]Create monster 186 pos =143315 301388, angle =145, rTime =60
[06-13 17:16:35]Create monster 186 pos =145242 302227, angle =145, rTime =60
[06-13 17:16:35]Create monster 186 pos =146163 301339, angle =145, rTime =60
[06-13 17:16:35]Create monster 186 pos =148028 301393, angle =145, rTime =60
[06-13 17:16:35]Create monster 186 pos =149078 302735, angle =145, rTime =60
[06-13 17:16:35]Create monster 186 pos =150749 303483, angle =145, rTime =60
[06-13 17:16:35]Create monster 186 pos =151278 305010, angle =145, rTime =60
[06-13 17:16:35]Create monster 186 pos =151316 306566, angle =145, rTime =60
[06-13 17:16:35]Create monster 186 pos =151242 307213, angle =145, rTime =60
[06-13 17:16:35]Create monster 186 pos =151410 309291, angle =145, rTime =60
[06-13 17:16:35]Create monster 186 pos =151408 311244, angle =145, rTime =60
[06-13 17:16:35]Create monster 186 pos =151440 312814, angle =145, rTime =60
[06-13 17:16:35]Create monster 186 pos =152540 314852, angle =145, rTime =60
[06-13 17:16:35]Create monster 186 pos =152157 316709, angle =145, rTime =60
[06-13 17:16:35]Create monster 186 pos =151292 318510, angle =145, rTime =60
[06-13 17:16:35]Create monster 186 pos =151662 320392, angle =145, rTime =60
[06-13 17:16:35]Create monster 186 pos =151284 323418, angle =145, rTime =60
[06-13 17:16:35]Create monster 186 pos =150804 324070, angle =145, rTime =60
[06-13 17:16:35]Create monster 186 pos =148222 326295, angle =145, rTime =60
[06-13 17:16:35]Create monster 186 pos =147581 326651, angle =145, rTime =60
[06-13 17:16:35]Create monster 186 pos =143905 327128, angle =145, rTime =60
[06-13 17:16:35]Create monster 186 pos =141742 327237, angle =145, rTime =60
[06-13 17:16:35]Create monster 186 pos =140178 326454, angle =145, rTime =60
[06-13 17:16:35]Create monster 186 pos =137232 327073, angle =145, rTime =60
[06-13 17:16:35]Create monster 186 pos =136440 326888, angle =145, rTime =60
[06-13 17:16:35]Create monster 186 pos =133359 326636, angle =145, rTime =60
[06-13 17:16:35]Create monster 186 pos =131142 326664, angle =145, rTime =60
[06-13 17:16:35]Create monster 186 pos =128335 326458, angle =145, rTime =60
[06-13 17:16:35]Create monster 186 pos =127636 326102, angle =145, rTime =60
[06-13 17:16:35]Create monster 186 pos =126789 324417, angle =145, rTime =60
[06-13 17:16:35]Create monster 186 pos =125898 322762, angle =145, rTime =60
[06-13 17:16:35]Create monster 186 pos =126106 321282, angle =145, rTime =60
[06-13 17:16:35]Create monster 186 pos =126184 319030, angle =145, rTime =60
[06-13 17:16:35]Create monster 186 pos =126342 317297, angle =145, rTime =60
[06-13 17:16:35]Create monster 186 pos =126023 314920, angle =145, rTime =60
[06-13 17:16:35]Create monster 186 pos =125887 313172, angle =145, rTime =60
[06-13 17:16:35]Create monster 186 pos =125429 311136, angle =145, rTime =60
[06-13 17:16:35]Create monster 186 pos =123714 309511, angle =145, rTime =60
[06-13 17:16:35]Create monster 186 pos =123834 308981, angle =145, rTime =60
[06-13 17:16:35]Create monster 186 pos =124166 306953, angle =145, rTime =60
[06-13 17:16:35]Create monster 186 pos =124389 306617, angle =145, rTime =60
[06-13 17:16:35]Create monster 186 pos =124928 303561, angle =145, rTime =60
[06-13 17:16:35]Create monster 777 pos =109622 347197, angle =145, rTime =3600
[06-13 17:16:35]Create monster 777 pos =108692 356406, angle =145, rTime =3600
[06-13 17:16:35]Create monster 777 pos =100343 344628, angle =145, rTime =3600
[06-13 17:16:35]Create monster 777 pos =107778 342597, angle =145, rTime =3600
[06-13 17:16:35]Create monster 777 pos =98381 349941, angle =145, rTime =3600
[06-13 17:16:36]Create monster 1009 pos =256614 245477, angle =280, rTime =1800
[06-13 17:16:36]Create monster 1038 pos =243614 240577, angle =280, rTime =1800
[06-13 17:16:36]Create monster 1039 pos =252714 246777, angle =280, rTime =1800
[06-13 17:16:36]Create monster 1040 pos =163714 375177, angle =280, rTime =1800
